TABLE NO.     1: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       THETA6       SIGMA(1,1)   SIGMA(2,1)   SIGMA(2,2)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
         9953 -7.88704E-01  5.68700E+00  9.30250E-01  4.56949E-01 -1.16010E+01  6.01492E+00  9.57020E+02  0.00000E+00  2.15441E+03  6.17820E-03  0.00000E+00  6.65359E-02  0.00000E+00  1.36349E-02  1.40179E-02  0.00000E+00 -3.98034E-01 -6.44317E-02  6.12080E+00    3431.1477050037342
         9954 -7.93969E-01  5.68133E+00  9.30750E-01  5.22147E-01 -1.16097E+01  5.85477E+00  1.74265E+03  0.00000E+00  1.86050E+03  7.23728E-03  0.00000E+00  7.00757E-02  0.00000E+00  1.41688E-02  1.27997E-02  0.00000E+00 -3.92540E-01 -5.94519E-02  5.50745E+00    3492.1601540004940
         9955 -7.58009E-01  5.72359E+00  9.31309E-01  5.76350E-01 -1.16588E+01  5.62358E+00  1.25629E+03  0.00000E+00  2.07668E+03  7.82376E-03  0.00000E+00  6.18181E-02  0.00000E+00  1.35979E-02  1.42639E-02  0.00000E+00 -3.52291E-01 -8.98002E-02  6.15437E+00    3603.6523257876934
         9956 -7.28881E-01  5.74129E+00  9.31252E-01  6.15053E-01 -1.17445E+01  5.08631E+00  9.08004E+02  0.00000E+00  2.01902E+03  8.35960E-03  0.00000E+00  6.88889E-02  0.00000E+00  1.64456E-02  1.75747E-02  0.00000E+00 -3.73117E-01 -5.55151E-02  6.41252E+00    3550.3072976110520
         9957 -7.05133E-01  5.75886E+00  9.33115E-01  7.30490E-01 -1.18055E+01  5.57328E+00  8.51736E+02  0.00000E+00  1.85304E+03  9.34332E-03  0.00000E+00  5.97661E-02  0.00000E+00  1.26928E-02  1.71658E-02  0.00000E+00 -4.07562E-01 -7.94485E-02  7.48925E+00    3572.1135106395709
         9958 -6.73978E-01  5.78283E+00  9.34568E-01  7.49046E-01 -1.17495E+01  4.88322E+00  7.97254E+02  0.00000E+00  1.99735E+03  9.09370E-03  0.00000E+00  5.80465E-02  0.00000E+00  1.21299E-02  1.72767E-02  0.00000E+00 -4.01533E-01 -8.73367E-02  8.33852E+00    3580.6665750078118
         9959 -6.95823E-01  5.76694E+00  9.33888E-01  6.94337E-01 -1.16997E+01  4.91918E+00  1.58383E+03  0.00000E+00  2.02341E+03  9.30658E-03  0.00000E+00  5.75542E-02  0.00000E+00  1.00653E-02  1.52169E-02  0.00000E+00 -4.09835E-01 -3.62169E-02  6.48796E+00    3549.2061076311734
         9960 -7.15193E-01  5.76260E+00  9.32422E-01  6.61712E-01 -1.16596E+01  4.85702E+00  1.09364E+03  0.00000E+00  1.71893E+03  8.88276E-03  0.00000E+00  6.30694E-02  0.00000E+00  1.39227E-02  1.58176E-02  0.00000E+00 -4.68377E-01 -6.71670E-02  7.64304E+00    3509.1536293308245
         9961 -7.26868E-01  5.75951E+00  9.31863E-01  6.84266E-01 -1.16808E+01  5.03153E+00  8.40249E+02  0.00000E+00  1.58436E+03  8.64109E-03  0.00000E+00  6.68280E-02  0.00000E+00  1.38826E-02  1.61694E-02  0.00000E+00 -4.69128E-01 -5.24827E-02  7.35950E+00    3478.9557800828511
         9962 -7.63568E-01  5.72845E+00  9.30304E-01  6.28159E-01 -1.16697E+01  4.90831E+00  6.94962E+02  0.00000E+00  1.79285E+03  7.58679E-03  0.00000E+00  7.23270E-02  0.00000E+00  1.35114E-02  1.52482E-02  0.00000E+00 -4.09571E-01 -3.64835E-02  6.16891E+00    3501.0366800678935
         9963 -7.59985E-01  5.72845E+00  9.30304E-01  6.28159E-01 -1.16697E+01  4.90831E+00  7.08451E+02  0.00000E+00  1.90280E+03  7.76683E-03  0.00000E+00  6.20592E-02  0.00000E+00  1.09036E-02  1.30157E-02  0.00000E+00 -3.73586E-01 -4.19680E-02  6.42288E+00    3501.9922083610318
         9964 -7.40414E-01  5.74668E+00  9.33188E-01  7.06199E-01 -1.16945E+01  5.00660E+00  9.66136E+02  0.00000E+00  2.10428E+03  7.64716E-03  0.00000E+00  4.87734E-02  0.00000E+00  8.12890E-03  1.44033E-02  0.00000E+00 -3.32714E-01 -4.26143E-03  6.60778E+00    3587.3435594968932
         9965 -7.07135E-01  5.77627E+00  9.33821E-01  7.35086E-01 -1.17176E+01  5.21942E+00  1.28287E+03  0.00000E+00  2.44924E+03  8.32241E-03  0.00000E+00  5.03264E-02  0.00000E+00  5.20960E-03  1.29694E-02  0.00000E+00 -3.87964E-01  2.33492E-02  8.34401E+00    3663.0454338522818
         9966 -7.33545E-01  5.75469E+00  9.32877E-01  6.84719E-01 -1.16635E+01  5.14914E+00  9.19238E+02  0.00000E+00  2.51610E+03  8.94944E-03  0.00000E+00  5.33799E-02  0.00000E+00  8.47291E-03  1.72100E-02  0.00000E+00 -3.84376E-01  8.61430E-02  9.00395E+00    3660.1856635234712
         9967 -6.99756E-01  5.78557E+00  9.31775E-01  6.98293E-01 -1.17036E+01  4.83683E+00  9.25544E+02  0.00000E+00  2.13286E+03  8.90186E-03  0.00000E+00  4.63741E-02  0.00000E+00  1.06420E-02  1.75600E-02  0.00000E+00 -2.92221E-01  5.91812E-02  7.70723E+00    3609.1420304011249
         9968 -6.83144E-01  5.80265E+00  9.31732E-01  7.52488E-01 -1.16992E+01  4.93370E+00  9.02872E+02  0.00000E+00  2.05893E+03  9.27455E-03  0.00000E+00  4.94850E-02  0.00000E+00  1.02725E-02  1.75133E-02  0.00000E+00 -2.91048E-01  7.49983E-02  7.42606E+00    3544.3906342966043
         9969 -7.04059E-01  5.78838E+00  9.30891E-01  7.27247E-01 -1.17013E+01  5.27301E+00  1.17726E+03  0.00000E+00  1.64798E+03  8.31383E-03  0.00000E+00  4.77881E-02  0.00000E+00  1.43179E-02  1.97550E-02  0.00000E+00 -2.95771E-01  1.75202E-02  7.25107E+00    3482.0333580749329
         9970 -6.88259E-01  5.80182E+00  9.30423E-01  6.16381E-01 -1.17609E+01  5.51180E+00  9.35428E+02  0.00000E+00  1.76525E+03  8.82116E-03  0.00000E+00  4.27176E-02  0.00000E+00  8.30039E-03  1.92932E-02  0.00000E+00 -2.91250E-01  2.61866E-02  7.21165E+00    3528.0151536931571
         9971 -7.23669E-01  5.76820E+00  9.29547E-01  5.97746E-01 -1.16996E+01  5.23252E+00  1.39234E+03  0.00000E+00  1.86249E+03  8.07942E-03  0.00000E+00  3.81953E-02  0.00000E+00  1.12413E-02  1.84537E-02  0.00000E+00 -2.38528E-01 -1.86462E-03  6.81899E+00    3549.6195685046746
         9972 -7.05482E-01  5.78229E+00  9.30333E-01  6.40923E-01 -1.16715E+01  5.26780E+00  9.24512E+02  0.00000E+00  1.79965E+03  6.70465E-03  0.00000E+00  3.52871E-02  0.00000E+00  6.88907E-03  1.78421E-02  0.00000E+00 -2.05796E-01  3.49778E-02  6.64375E+00    3523.1353334001778
         9973 -7.34480E-01  5.75898E+00  9.29341E-01  4.75967E-01 -1.16531E+01  5.10142E+00  1.66861E+03  0.00000E+00  1.93716E+03  6.88051E-03  0.00000E+00  3.68405E-02  0.00000E+00  7.86794E-03  1.67706E-02  0.00000E+00 -2.17218E-01  2.37982E-02  6.57834E+00    3478.6537785999267
         9974 -7.12945E-01  5.77585E+00  9.29209E-01  5.93986E-01 -1.17107E+01  5.02323E+00  1.20656E+03  0.00000E+00  2.05397E+03  5.88265E-03  0.00000E+00  4.67846E-02  0.00000E+00  1.13146E-02  1.81025E-02  0.00000E+00 -1.57542E-01  2.85980E-02  5.48953E+00    3547.8343026547991
         9975 -6.78936E-01  5.81027E+00  9.27160E-01  5.40658E-01 -1.17971E+01  5.83479E+00  1.95776E+03  0.00000E+00  2.24428E+03  6.36257E-03  0.00000E+00  4.67553E-02  0.00000E+00  1.38172E-02  1.82491E-02  0.00000E+00 -1.16660E-01  7.52775E-02  5.88857E+00    3509.6063130948146
         9976 -6.84693E-01  5.79508E+00  9.28446E-01  5.65523E-01 -1.17481E+01  6.13772E+00  1.13892E+03  0.00000E+00  1.96752E+03  6.58205E-03  0.00000E+00  4.18425E-02  0.00000E+00  1.43796E-02  1.90340E-02  0.00000E+00 -1.89301E-01  4.91325E-02  7.65343E+00    3509.1816289042922
         9977 -6.68562E-01  5.80879E+00  9.28784E-01  6.45885E-01 -1.17715E+01  7.12450E+00  8.36473E+02  0.00000E+00  1.96116E+03  6.11193E-03  0.00000E+00  4.05259E-02  0.00000E+00  1.35763E-02  1.79156E-02  0.00000E+00 -1.49306E-01  5.56887E-02  7.49931E+00    3480.7568131095222
         9978 -6.84711E-01  5.79967E+00  9.27830E-01  6.40586E-01 -1.17063E+01  7.35925E+00  6.82157E+02  0.00000E+00  2.25486E+03  5.07074E-03  0.00000E+00  4.54350E-02  0.00000E+00  1.43393E-02  2.08124E-02  0.00000E+00 -1.80578E-01  5.76268E-02  7.56785E+00    3501.4826786363669
         9979 -7.03259E-01  5.77936E+00  9.27195E-01  6.45673E-01 -1.16371E+01  7.64920E+00  7.85071E+02  0.00000E+00  2.33455E+03  5.27427E-03  0.00000E+00  4.32279E-02  0.00000E+00  1.43363E-02  1.84837E-02  0.00000E+00 -1.10368E-01  5.05781E-02  6.02099E+00    3462.7764427865181
         9980 -6.56526E-01  5.82901E+00  9.27460E-01  6.50532E-01 -1.16980E+01  7.80603E+00  1.34564E+03  0.00000E+00  2.15035E+03  5.58211E-03  0.00000E+00  3.87272E-02  0.00000E+00  1.40906E-02  1.86358E-02  0.00000E+00 -9.87452E-02  6.02539E-02  5.40686E+00    3469.6532579516656
         9981 -6.60428E-01  5.82841E+00  9.27243E-01  6.65260E-01 -1.17407E+01  8.13660E+00  1.18524E+03  0.00000E+00  2.21731E+03  7.65810E-03  0.00000E+00  4.33027E-02  0.00000E+00  1.27168E-02  1.82166E-02  0.00000E+00 -1.66591E-01  1.89306E-02  5.16176E+00    3582.5487532475490
         9982 -6.39298E-01  5.84486E+00  9.29446E-01  7.00338E-01 -1.17519E+01  5.89205E+00  1.19403E+03  0.00000E+00  2.42440E+03  7.51206E-03  0.00000E+00  4.00814E-02  0.00000E+00  1.11860E-02  1.54695E-02  0.00000E+00 -1.65139E-01  9.24890E-03  5.50984E+00    3591.2900891445820
         9983 -6.45212E-01  5.83660E+00  9.28023E-01  7.20013E-01 -1.18377E+01  6.61038E+00  9.96064E+02  0.00000E+00  2.27056E+03  7.98294E-03  0.00000E+00  4.06616E-02  0.00000E+00  9.54683E-03  1.75015E-02  0.00000E+00 -2.13069E-01 -1.32397E-03  5.59350E+00    3573.3409889519521
         9984 -6.55519E-01  5.83382E+00  9.26263E-01  7.46590E-01 -1.18835E+01  5.16776E+00  1.26993E+03  0.00000E+00  2.14286E+03  7.77296E-03  0.00000E+00  3.83655E-02  0.00000E+00  1.21337E-02  1.74633E-02  0.00000E+00 -1.92298E-01 -3.45938E-03  5.52514E+00    3506.3023482077165
         9985 -6.48099E-01  5.83815E+00  9.26534E-01  6.66838E-01 -1.18891E+01  5.06987E+00  2.12502E+03  0.00000E+00  2.27344E+03  8.39926E-03  0.00000E+00  3.62405E-02  0.00000E+00  1.02241E-02  1.46340E-02  0.00000E+00 -1.78527E-01  8.23166E-03  6.02046E+00    3585.6460840715013
         9986 -6.24725E-01  5.85961E+00  9.28071E-01  6.82662E-01 -1.18435E+01  5.10047E+00  9.19543E+02  0.00000E+00  2.34175E+03  8.26877E-03  0.00000E+00  4.02765E-02  0.00000E+00  1.22528E-02  1.57981E-02  0.00000E+00 -8.34943E-02  3.05859E-02  6.19959E+00    3553.7761661439717
         9987 -5.90669E-01  5.88949E+00  9.27122E-01  7.12164E-01 -1.18613E+01  4.98621E+00  1.08747E+03  0.00000E+00  1.95024E+03  8.53753E-03  0.00000E+00  4.01825E-02  0.00000E+00  1.23721E-02  1.43564E-02  0.00000E+00 -5.68749E-02  5.46476E-02  5.05128E+00    3405.7089989900542
         9988 -5.83472E-01  5.89070E+00  9.28052E-01  6.17451E-01 -1.18497E+01  4.95669E+00  1.11114E+03  0.00000E+00  1.94651E+03  7.41021E-03  0.00000E+00  4.40447E-02  0.00000E+00  1.45670E-02  1.69396E-02  0.00000E+00 -8.11276E-02  3.63717E-02  4.56722E+00    3470.7671836421391
         9989 -6.18873E-01  5.85429E+00  9.28393E-01  5.64474E-01 -1.18334E+01  4.36543E+00  1.41773E+03  0.00000E+00  2.06777E+03  8.02780E-03  0.00000E+00  4.19960E-02  0.00000E+00  1.46980E-02  1.66241E-02  0.00000E+00 -1.09373E-01  4.34580E-02  4.82795E+00    3359.2233023471099
         9990 -5.98859E-01  5.86894E+00  9.28969E-01  6.14249E-01 -1.19259E+01  6.23304E+00  8.39539E+02  0.00000E+00  1.90898E+03  7.86680E-03  0.00000E+00  4.14482E-02  0.00000E+00  1.20393E-02  1.30754E-02  0.00000E+00 -7.03089E-02  5.89219E-02  5.31840E+00    3430.8892436472920
         9991 -6.22915E-01  5.84653E+00  9.28108E-01  5.54651E-01 -1.18326E+01  6.07456E+00  7.42407E+02  0.00000E+00  1.97367E+03  7.36438E-03  0.00000E+00  3.86055E-02  0.00000E+00  1.22590E-02  1.39809E-02  0.00000E+00 -7.76189E-03  7.83252E-02  5.74680E+00    3433.1384379384663
         9992 -6.08988E-01  5.85378E+00  9.27651E-01  5.79253E-01 -1.18902E+01  6.24778E+00  1.09347E+03  0.00000E+00  1.88077E+03  7.27461E-03  0.00000E+00  3.96477E-02  0.00000E+00  1.45996E-02  1.81737E-02  0.00000E+00  5.40526E-02  1.37978E-01  6.32514E+00    3491.6211724643808
         9993 -6.32428E-01  5.83586E+00  9.27381E-01  5.80467E-01 -1.18027E+01  5.85568E+00  1.05574E+03  0.00000E+00  2.31239E+03  6.31395E-03  0.00000E+00  3.43787E-02  0.00000E+00  1.36356E-02  1.89957E-02  0.00000E+00  4.55098E-02  1.38480E-01  5.75130E+00    3455.8744479815196
         9994 -6.02476E-01  5.85112E+00  9.26101E-01  5.93667E-01 -1.18529E+01  5.86006E+00  9.98312E+02  0.00000E+00  2.21667E+03  5.35017E-03  0.00000E+00  3.00644E-02  0.00000E+00  8.51918E-03  1.81338E-02  0.00000E+00  2.13196E-02  1.56356E-01  6.98089E+00    3488.6690250687470
         9995 -5.62999E-01  5.88707E+00  9.27326E-01  6.23663E-01 -1.18865E+01  6.09005E+00  8.22675E+02  0.00000E+00  2.16988E+03  6.88508E-03  0.00000E+00  3.09642E-02  0.00000E+00  8.51287E-03  2.03103E-02  0.00000E+00  2.81657E-02  1.31696E-01  6.50119E+00    3499.7422261908546
         9996 -5.70143E-01  5.88047E+00  9.26165E-01  6.48894E-01 -1.18674E+01  6.25449E+00  1.18587E+03  0.00000E+00  2.16588E+03  7.09933E-03  0.00000E+00  3.13549E-02  0.00000E+00  1.04801E-02  2.10020E-02  0.00000E+00  4.47040E-02  1.27883E-01  5.09583E+00    3531.6020580522718
         9997 -6.03893E-01  5.84852E+00  9.26580E-01  6.28950E-01 -1.18727E+01  6.08937E+00  8.38191E+02  0.00000E+00  2.00481E+03  7.23360E-03  0.00000E+00  3.43431E-02  0.00000E+00  8.65925E-03  1.61866E-02  0.00000E+00  4.01972E-02  8.25827E-02  5.39419E+00    3504.3234694490361
         9998 -5.83973E-01  5.85663E+00  9.26078E-01  5.92971E-01 -1.18348E+01  5.31800E+00  1.27813E+03  0.00000E+00  2.01990E+03  6.67191E-03  0.00000E+00  3.42355E-02  0.00000E+00  7.27161E-03  1.74175E-02  0.00000E+00 -1.37894E-02  9.94409E-02  5.25236E+00    3526.4379847035111
         9999 -5.63725E-01  5.87678E+00  9.24942E-01  5.84932E-01 -1.18878E+01  4.89543E+00  2.05355E+03  0.00000E+00  1.93107E+03  6.77970E-03  0.00000E+00  4.01121E-02  0.00000E+00  7.77712E-03  1.79842E-02  0.00000E+00  6.85326E-03  1.32309E-01  6.27441E+00    3541.5425709727224
        10000 -5.28197E-01  5.91006E+00  9.23376E-01  5.78475E-01 -1.19007E+01  4.82011E+00  2.54233E+03  0.00000E+00  2.12136E+03  5.96804E-03  0.00000E+00  3.27450E-02  0.00000E+00  9.29925E-03  1.77039E-02  0.00000E+00  1.15103E-02  9.71417E-02  4.75410E+00    3452.8262387906152
  -1000000000 -7.81944E-01  5.70340E+00  9.27234E-01  3.12975E-01 -1.17761E+01  5.46670E+00  1.15393E+03  0.00000E+00  2.00357E+03  1.05010E-02  0.00000E+00  1.50807E-01  0.00000E+00  8.29253E-02  6.69023E-02  0.00000E+00 -6.60065E-01 -3.17443E-01  7.47305E+00    3842.5708721043416
  -1000000001  1.39962E-01  1.26721E-01  4.52754E-03  2.23964E-01  3.28198E-01  1.13918E+00  3.61532E+02  0.00000E+00  1.81573E+02  3.74990E-03  0.00000E+00  7.81363E-02  0.00000E+00  5.51678E-02  3.97002E-02  0.00000E+00  3.39095E-01  2.63342E-01  1.38700E+00    164.65905522879240
  -1000000002  1.19086E-03  5.80605E-03  1.56459E-02  8.32903E-02  2.43614E-01  3.73096E-01  4.65581E-01  7.17103E-01  9.14682E-01  9.62393E-01  1.00132E+00  1.04751E+00  1.45041E+00  2.53435E+00  5.18400E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.0000000000000000
  -1000000003  4.35317E+03  1.19086E-03  5.18400E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.0000000000000000
  -1000000004  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  3.35911E+01  0.00000E+00  4.47157E+01  1.00984E-01  0.00000E+00  3.75745E-01  0.00000E+00  7.71794E-01  2.48466E-01  0.00000E+00 -6.11532E-01 -4.19198E-01  2.72227E+00    0.0000000000000000
  -1000000005  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  5.05622E+00  0.00000E+00  2.02038E+00  1.74150E-02  0.00000E+00  9.81016E-02  0.00000E+00  1.44615E-01  7.18845E-02  0.00000E+00  2.06188E-01  2.95028E-01  2.49616E-01    0.0000000000000000
  -1000000006  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  1.00000E+00  0.00000E+00  0.00000E+00  1.00000E+00  0.00000E+00  1.00000E+00  0.00000E+00  0.00000E+00  1.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.0000000000000000
  -1000000007  2.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.0000000000000000
