TABLE NO.     1: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       THETA6       SIGMA(1,1)   SIGMA(2,1)   SIGMA(2,2)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
          -28 -6.10548E-01  5.87212E+00  9.24950E-01  5.55585E-01 -1.14805E+01  6.14738E+00  1.05280E+03  0.00000E+00  1.93885E+03  1.02636E-02  0.00000E+00  1.31397E-01  0.00000E+00  8.14845E-02  7.43911E-02  0.00000E+00 -5.10295E-01 -2.06705E-01  6.62066E+00    3918.3582404033232
          -27 -6.04162E-01  5.88227E+00  9.24433E-01  5.30306E-01 -1.15346E+01  5.82281E+00  9.47324E+02  0.00000E+00  2.12262E+03  1.03412E-02  0.00000E+00  1.46775E-01  0.00000E+00  8.60011E-02  7.49572E-02  0.00000E+00 -4.88354E-01 -1.88644E-01  5.60228E+00    3923.2763870109152
          -26 -6.03891E-01  5.88125E+00  9.23619E-01  4.84294E-01 -1.15701E+01  5.83168E+00  1.17936E+03  0.00000E+00  1.92883E+03  9.24889E-03  0.00000E+00  1.37127E-01  0.00000E+00  8.57627E-02  7.50510E-02  0.00000E+00 -3.79063E-01 -1.26602E-01  5.46442E+00    3896.9989841218353
          -25 -6.12183E-01  5.88785E+00  9.22401E-01  4.80580E-01 -1.15643E+01  5.75800E+00  1.38666E+03  0.00000E+00  2.11132E+03  1.13691E-02  0.00000E+00  1.11863E-01  0.00000E+00  6.04630E-02  5.36073E-02  0.00000E+00 -4.33021E-01 -1.37799E-01  6.80337E+00    3945.1869529691535
          -24 -6.14316E-01  5.88397E+00  9.23071E-01  5.07329E-01 -1.15524E+01  5.95870E+00  1.49486E+03  0.00000E+00  2.37289E+03  1.10693E-02  0.00000E+00  1.17221E-01  0.00000E+00  6.60758E-02  5.58652E-02  0.00000E+00 -4.61560E-01 -1.49969E-01  6.14772E+00    3896.3903143925399
          -23 -6.13192E-01  5.88541E+00  9.23094E-01  5.25083E-01 -1.15347E+01  6.93400E+00  1.21558E+03  0.00000E+00  2.05310E+03  1.10279E-02  0.00000E+00  1.26455E-01  0.00000E+00  6.64880E-02  5.41851E-02  0.00000E+00 -5.23918E-01 -1.72334E-01  7.10259E+00    3910.7117886723372
          -22 -6.19558E-01  5.87549E+00  9.23457E-01  4.16483E-01 -1.16024E+01  7.61259E+00  1.12765E+03  0.00000E+00  2.14920E+03  1.19659E-02  0.00000E+00  1.12376E-01  0.00000E+00  6.54499E-02  5.74603E-02  0.00000E+00 -4.49976E-01 -1.44644E-01  7.26885E+00    3922.3676501005361
          -21 -6.23709E-01  5.87298E+00  9.23960E-01  5.41011E-01 -1.15937E+01  8.54570E+00  1.11501E+03  0.00000E+00  1.80286E+03  1.52280E-02  0.00000E+00  9.78286E-02  0.00000E+00  5.64088E-02  5.88460E-02  0.00000E+00 -3.48946E-01 -2.71311E-02  8.07841E+00    3934.2807831189025
          -20 -6.60306E-01  5.82781E+00  9.26551E-01  4.64752E-01 -1.15203E+01  8.37504E+00  1.21684E+03  0.00000E+00  2.03092E+03  1.37340E-02  0.00000E+00  1.07043E-01  0.00000E+00  5.88374E-02  5.24165E-02  0.00000E+00 -2.91730E-01 -7.74497E-02  5.91245E+00    3946.6650342858934
          -19 -6.49750E-01  5.84083E+00  9.26009E-01  3.72316E-01 -1.15605E+01  6.56200E+00  1.05121E+03  0.00000E+00  1.91805E+03  1.21316E-02  0.00000E+00  9.78729E-02  0.00000E+00  5.90688E-02  5.98926E-02  0.00000E+00 -3.85280E-01 -1.43879E-01  6.96076E+00    4002.7300113894830
          -18 -6.58836E-01  5.81605E+00  9.28951E-01  4.21947E-01 -1.14672E+01  6.23758E+00  1.23480E+03  0.00000E+00  1.90662E+03  1.21315E-02  0.00000E+00  9.79361E-02  0.00000E+00  5.93670E-02  6.24309E-02  0.00000E+00 -3.30403E-01 -1.10540E-01  7.55557E+00    3958.5178058816391
          -17 -6.60638E-01  5.81591E+00  9.29109E-01  5.00322E-01 -1.14795E+01  6.22916E+00  7.86862E+02  0.00000E+00  1.99970E+03  1.31109E-02  0.00000E+00  7.63041E-02  0.00000E+00  5.02643E-02  5.55856E-02  0.00000E+00 -2.22616E-01 -7.63792E-02  6.49629E+00    3951.6427237755561
          -16 -6.16808E-01  5.85336E+00  9.28689E-01  5.72294E-01 -1.14944E+01  5.85594E+00  8.70781E+02  0.00000E+00  1.92619E+03  1.50273E-02  0.00000E+00  8.98867E-02  0.00000E+00  6.07337E-02  6.04324E-02  0.00000E+00 -2.43036E-01 -1.19923E-01  6.37709E+00    3935.1129677063104
          -15 -6.06666E-01  5.86335E+00  9.28109E-01  6.13227E-01 -1.15463E+01  6.05345E+00  1.12056E+03  0.00000E+00  2.07518E+03  1.16279E-02  0.00000E+00  8.68280E-02  0.00000E+00  5.56475E-02  5.72791E-02  0.00000E+00 -1.60941E-01 -7.71220E-02  5.73463E+00    3886.3980106545810
          -14 -6.16459E-01  5.84978E+00  9.28084E-01  5.94276E-01 -1.15561E+01  6.05347E+00  1.17522E+03  0.00000E+00  1.83747E+03  1.24287E-02  0.00000E+00  9.20715E-02  0.00000E+00  6.02959E-02  6.18852E-02  0.00000E+00 -2.21215E-01 -1.31971E-01  4.98000E+00    3794.4953656637990
          -13 -6.17611E-01  5.84827E+00  9.26679E-01  5.96403E-01 -1.15895E+01  6.28376E+00  8.69305E+02  0.00000E+00  1.81605E+03  9.73264E-03  0.00000E+00  7.55143E-02  0.00000E+00  5.00804E-02  5.31482E-02  0.00000E+00 -2.27515E-01 -1.49501E-01  5.06970E+00    3739.4285064582577
          -12 -6.23289E-01  5.84428E+00  9.27703E-01  6.02249E-01 -1.15786E+01  6.45382E+00  9.56137E+02  0.00000E+00  1.76738E+03  9.17484E-03  0.00000E+00  7.10168E-02  0.00000E+00  4.77245E-02  5.01973E-02  0.00000E+00 -2.62555E-01 -1.54794E-01  4.53523E+00    3694.0927071659826
          -11 -6.35327E-01  5.82832E+00  9.28714E-01  6.19280E-01 -1.15753E+01  6.70659E+00  1.20853E+03  0.00000E+00  1.75563E+03  1.03594E-02  0.00000E+00  8.15291E-02  0.00000E+00  4.85306E-02  5.19157E-02  0.00000E+00 -4.62940E-01 -2.51822E-01  7.00476E+00    3865.7953049069547
          -10 -6.21673E-01  5.84500E+00  9.27268E-01  6.56559E-01 -1.15942E+01  6.72457E+00  1.21955E+03  0.00000E+00  1.93169E+03  1.04184E-02  0.00000E+00  7.51063E-02  0.00000E+00  4.13549E-02  4.56802E-02  0.00000E+00 -4.22935E-01 -1.87863E-01  7.34408E+00    3826.7507742151633
           -9 -6.49772E-01  5.82883E+00  9.27515E-01  6.18426E-01 -1.14828E+01  6.49465E+00  1.85092E+03  0.00000E+00  1.84177E+03  9.58401E-03  0.00000E+00  6.61067E-02  0.00000E+00  3.63416E-02  4.54766E-02  0.00000E+00 -3.28071E-01 -1.30797E-01  6.54512E+00    3810.2602683474047
           -8 -6.64030E-01  5.81545E+00  9.27832E-01  6.35570E-01 -1.14646E+01  6.33250E+00  1.85561E+03  0.00000E+00  1.94973E+03  1.06498E-02  0.00000E+00  7.02667E-02  0.00000E+00  3.11758E-02  3.84402E-02  0.00000E+00 -4.17830E-01 -1.12910E-01  7.49771E+00    3868.7783829572427
           -7 -6.77552E-01  5.80405E+00  9.27927E-01  6.34943E-01 -1.14111E+01  6.40947E+00  1.02960E+03  0.00000E+00  1.81864E+03  1.37925E-02  0.00000E+00  6.49867E-02  0.00000E+00  3.59800E-02  4.51134E-02  0.00000E+00 -4.08650E-01 -2.20295E-01  7.54505E+00    3835.5825047302205
           -6 -6.78235E-01  5.80722E+00  9.26955E-01  4.54708E-01 -1.14278E+01  7.14730E+00  8.01740E+02  0.00000E+00  2.30750E+03  1.34655E-02  0.00000E+00  8.35173E-02  0.00000E+00  4.57521E-02  4.90881E-02  0.00000E+00 -4.37009E-01 -2.04792E-01  6.57498E+00    3876.4226169877793
           -5 -6.91063E-01  5.79110E+00  9.26574E-01  3.82208E-01 -1.14258E+01  7.09739E+00  1.11604E+03  0.00000E+00  1.98646E+03  1.44648E-02  0.00000E+00  8.37983E-02  0.00000E+00  4.75004E-02  5.31586E-02  0.00000E+00 -5.03197E-01 -2.40378E-01  7.60921E+00    3845.3768651933174
           -4 -7.04612E-01  5.77404E+00  9.26425E-01  1.73367E-01 -1.14559E+01  6.93856E+00  7.74659E+02  0.00000E+00  1.84554E+03  1.66516E-02  0.00000E+00  9.76958E-02  0.00000E+00  5.78217E-02  5.33903E-02  0.00000E+00 -4.49158E-01 -2.15157E-01  6.13337E+00    3805.4617565261383
           -3 -6.84894E-01  5.79580E+00  9.26003E-01  2.59266E-01 -1.14390E+01  6.80615E+00  8.52040E+02  0.00000E+00  1.63407E+03  1.38975E-02  0.00000E+00  1.15652E-01  0.00000E+00  6.78932E-02  6.03440E-02  0.00000E+00 -4.41932E-01 -2.36218E-01  5.74829E+00    3878.5803077118271
           -2 -6.86322E-01  5.79234E+00  9.26318E-01  2.57678E-01 -1.14049E+01  6.72156E+00  5.83487E+02  0.00000E+00  1.87674E+03  1.62941E-02  0.00000E+00  1.24866E-01  0.00000E+00  7.38138E-02  5.94538E-02  0.00000E+00 -4.30891E-01 -2.41505E-01  4.82022E+00    3842.4084066464293
           -1 -6.59337E-01  5.82604E+00  9.24774E-01  2.90069E-01 -1.14538E+01  6.26353E+00  1.01012E+03  0.00000E+00  1.97492E+03  1.40033E-02  0.00000E+00  1.23857E-01  0.00000E+00  6.96503E-02  5.33548E-02  0.00000E+00 -4.81008E-01 -2.78436E-01  5.14328E+00    3871.3602147661004
            0 -6.76794E-01  5.81499E+00  9.23303E-01  2.42748E-01 -1.15249E+01  6.09871E+00  1.25044E+03  0.00000E+00  2.30664E+03  1.36798E-02  0.00000E+00  1.45925E-01  0.00000E+00  9.01172E-02  6.79108E-02  0.00000E+00 -6.77478E-01 -3.88245E-01  6.29794E+00    4015.9871393093040
            1 -6.56085E-01  5.83642E+00  9.22552E-01  3.58305E-01 -1.15687E+01  5.94452E+00  2.41199E+03  0.00000E+00  2.46112E+03  1.68705E-02  0.00000E+00  1.23409E-01  0.00000E+00  6.91924E-02  5.40042E-02  0.00000E+00 -6.15065E-01 -3.40996E-01  6.96227E+00    4010.6024601307276
            2 -6.75136E-01  5.81331E+00  9.23024E-01  3.64347E-01 -1.15600E+01  5.69874E+00  1.35326E+03  0.00000E+00  2.16667E+03  1.75662E-02  0.00000E+00  1.41308E-01  0.00000E+00  7.89059E-02  5.63533E-02  0.00000E+00 -5.55952E-01 -3.18166E-01  6.02200E+00    4022.2317291472882
            3 -6.66227E-01  5.81482E+00  9.24583E-01  2.98679E-01 -1.16036E+01  5.74386E+00  1.35220E+03  0.00000E+00  2.18067E+03  1.85411E-02  0.00000E+00  1.35229E-01  0.00000E+00  7.48857E-02  5.33766E-02  0.00000E+00 -6.40573E-01 -3.57619E-01  7.80916E+00    3907.0399265775595
            4 -6.92079E-01  5.78713E+00  9.24511E-01  2.36705E-01 -1.15491E+01  5.74726E+00  9.99352E+02  0.00000E+00  2.17147E+03  1.68037E-02  0.00000E+00  1.29562E-01  0.00000E+00  6.67652E-02  4.66154E-02  0.00000E+00 -5.10912E-01 -2.77381E-01  5.57932E+00    4005.4011997392322
            5 -6.87684E-01  5.78443E+00  9.25362E-01  2.87183E-01 -1.15768E+01  5.51925E+00  7.91312E+02  0.00000E+00  2.01370E+03  1.71899E-02  0.00000E+00  1.45215E-01  0.00000E+00  7.28756E-02  4.98536E-02  0.00000E+00 -5.54528E-01 -2.94038E-01  6.66741E+00    3945.9449001825187
            6 -6.92672E-01  5.77846E+00  9.23483E-01  2.83730E-01 -1.16046E+01  5.20304E+00  5.93872E+02  0.00000E+00  2.21789E+03  1.50492E-02  0.00000E+00  1.44757E-01  0.00000E+00  6.74575E-02  4.39700E-02  0.00000E+00 -6.89512E-01 -3.17582E-01  7.46526E+00    3853.0241729939867
            7 -7.06232E-01  5.76574E+00  9.24935E-01  3.37265E-01 -1.15910E+01  5.74942E+00  9.07151E+02  0.00000E+00  2.04657E+03  1.77884E-02  0.00000E+00  1.31604E-01  0.00000E+00  5.79186E-02  3.62019E-02  0.00000E+00 -5.41497E-01 -2.18067E-01  6.21363E+00    3872.4376901755327
            8 -7.27704E-01  5.75728E+00  9.25644E-01  4.15410E-01 -1.15711E+01  5.64189E+00  1.14811E+03  0.00000E+00  2.00186E+03  1.71534E-02  0.00000E+00  1.52259E-01  0.00000E+00  6.42900E-02  3.89006E-02  0.00000E+00 -6.54149E-01 -2.17892E-01  7.40802E+00    3840.5670470094892
            9 -7.64463E-01  5.74340E+00  9.24994E-01  4.88227E-01 -1.15180E+01  5.74396E+00  1.20982E+03  0.00000E+00  1.91142E+03  1.72457E-02  0.00000E+00  1.19648E-01  0.00000E+00  5.46751E-02  3.54532E-02  0.00000E+00 -5.34192E-01 -2.13479E-01  6.75495E+00    3881.2222667545411
           10 -7.80046E-01  5.72979E+00  9.26997E-01  4.17420E-01 -1.14664E+01  5.52701E+00  9.98466E+02  0.00000E+00  1.98012E+03  1.59385E-02  0.00000E+00  1.50127E-01  0.00000E+00  5.91737E-02  3.42432E-02  0.00000E+00 -7.28974E-01 -2.61111E-01  7.72806E+00    3790.0063957187213
           11 -7.63602E-01  5.74692E+00  9.26686E-01  4.13133E-01 -1.14498E+01  5.11826E+00  8.54386E+02  0.00000E+00  1.90207E+03  1.63829E-02  0.00000E+00  1.34582E-01  0.00000E+00  4.59525E-02  2.77150E-02  0.00000E+00 -6.47216E-01 -2.18359E-01  7.00303E+00    3817.3403393485855
           12 -7.67961E-01  5.74367E+00  9.27902E-01  4.44465E-01 -1.14406E+01  4.95656E+00  6.03238E+02  0.00000E+00  1.62496E+03  1.80925E-02  0.00000E+00  1.35417E-01  0.00000E+00  5.28978E-02  3.24094E-02  0.00000E+00 -6.40395E-01 -2.39927E-01  6.56539E+00    3810.5623725184546
           13 -7.70848E-01  5.74256E+00  9.27457E-01  3.95583E-01 -1.13989E+01  4.88169E+00  8.19964E+02  0.00000E+00  1.89666E+03  1.52871E-02  0.00000E+00  1.26185E-01  0.00000E+00  5.47319E-02  3.63316E-02  0.00000E+00 -6.33754E-01 -2.86301E-01  6.75591E+00    3830.6608519596321
           14 -7.67588E-01  5.73180E+00  9.28887E-01  4.47900E-01 -1.14264E+01  4.63443E+00  1.28952E+03  0.00000E+00  1.97142E+03  1.53560E-02  0.00000E+00  1.50577E-01  0.00000E+00  6.54601E-02  4.19423E-02  0.00000E+00 -7.99487E-01 -3.59362E-01  7.75592E+00    3817.5139186690353
           15 -7.90641E-01  5.71227E+00  9.29021E-01  4.17630E-01 -1.13772E+01  4.77005E+00  8.68551E+02  0.00000E+00  1.78836E+03  1.41003E-02  0.00000E+00  1.47280E-01  0.00000E+00  6.75022E-02  4.56943E-02  0.00000E+00 -7.57031E-01 -3.29531E-01  7.49480E+00    3837.0988346326262
           16 -8.03158E-01  5.70458E+00  9.28446E-01  5.97877E-01 -1.13897E+01  4.79938E+00  9.04137E+02  0.00000E+00  1.72779E+03  1.42285E-02  0.00000E+00  1.32550E-01  0.00000E+00  6.45788E-02  4.62549E-02  0.00000E+00 -6.35713E-01 -2.81228E-01  7.42977E+00    3813.7077610982283
           17 -7.81645E-01  5.71866E+00  9.28542E-01  6.24154E-01 -1.15070E+01  5.00586E+00  7.74314E+02  0.00000E+00  1.79397E+03  1.26878E-02  0.00000E+00  1.36498E-01  0.00000E+00  6.85916E-02  4.84344E-02  0.00000E+00 -5.30753E-01 -2.76662E-01  5.82934E+00    3870.9206908605506
           18 -7.75136E-01  5.72124E+00  9.27772E-01  6.42136E-01 -1.14926E+01  4.78876E+00  8.47037E+02  0.00000E+00  1.97787E+03  1.13030E-02  0.00000E+00  1.43073E-01  0.00000E+00  7.92234E-02  5.66888E-02  0.00000E+00 -6.86601E-01 -3.83875E-01  7.71694E+00    3832.6736490426792
           19 -7.78738E-01  5.71860E+00  9.26333E-01  5.74230E-01 -1.15346E+01  5.53558E+00  1.11876E+03  0.00000E+00  2.08416E+03  1.06402E-02  0.00000E+00  1.36440E-01  0.00000E+00  6.76898E-02  4.83084E-02  0.00000E+00 -6.70447E-01 -3.33421E-01  8.13767E+00    3829.7021960479824
           20 -7.62551E-01  5.73424E+00  9.25154E-01  6.13380E-01 -1.16382E+01  5.78691E+00  1.06509E+03  0.00000E+00  2.13208E+03  1.12618E-02  0.00000E+00  1.47976E-01  0.00000E+00  7.68839E-02  5.22422E-02  0.00000E+00 -7.46825E-01 -3.80667E-01  8.93236E+00    3881.6881574629069
           21 -7.85210E-01  5.72039E+00  9.26010E-01  6.37103E-01 -1.15984E+01  5.59970E+00  1.10654E+03  0.00000E+00  2.02276E+03  1.31192E-02  0.00000E+00  1.47831E-01  0.00000E+00  7.51860E-02  5.46070E-02  0.00000E+00 -7.97918E-01 -4.01520E-01  8.87904E+00    3893.9829538257477
           22 -8.02437E-01  5.70701E+00  9.24829E-01  5.79555E-01 -1.15804E+01  5.54815E+00  8.80098E+02  0.00000E+00  2.09936E+03  1.09226E-02  0.00000E+00  1.61738E-01  0.00000E+00  7.31542E-02  4.61022E-02  0.00000E+00 -8.79423E-01 -4.15969E-01  8.80618E+00    3926.1263905464825
           23 -8.16050E-01  5.70056E+00  9.25422E-01  5.83617E-01 -1.15583E+01  5.38100E+00  8.94173E+02  0.00000E+00  2.08683E+03  1.09330E-02  0.00000E+00  1.65790E-01  0.00000E+00  7.87365E-02  4.97557E-02  0.00000E+00 -9.19958E-01 -4.38900E-01  8.98933E+00    3846.4001668764195
           24 -8.07719E-01  5.71209E+00  9.24930E-01  6.88910E-01 -1.15668E+01  5.33158E+00  6.95676E+02  0.00000E+00  2.02498E+03  1.17258E-02  0.00000E+00  1.30494E-01  0.00000E+00  6.20747E-02  4.53954E-02  0.00000E+00 -6.09690E-01 -2.67852E-01  7.09795E+00    3853.2221831821762
           25 -8.10458E-01  5.71101E+00  9.25165E-01  6.62790E-01 -1.15517E+01  5.12178E+00  7.24698E+02  0.00000E+00  1.98357E+03  1.16548E-02  0.00000E+00  1.37176E-01  0.00000E+00  5.47745E-02  3.63978E-02  0.00000E+00 -6.39207E-01 -2.59416E-01  7.44219E+00    3854.2710437084061
           26 -8.39181E-01  5.69173E+00  9.24406E-01  6.00990E-01 -1.14676E+01  5.03169E+00  1.03400E+03  0.00000E+00  2.05992E+03  1.35192E-02  0.00000E+00  1.39310E-01  0.00000E+00  5.73476E-02  3.74262E-02  0.00000E+00 -6.74417E-01 -2.58443E-01  7.42419E+00    3807.9302374021299
           27 -8.00674E-01  5.72021E+00  9.23507E-01  6.09775E-01 -1.15602E+01  4.91604E+00  1.05689E+03  0.00000E+00  1.86702E+03  1.28769E-02  0.00000E+00  1.19637E-01  0.00000E+00  5.17334E-02  3.77342E-02  0.00000E+00 -4.91042E-01 -1.64345E-01  6.15245E+00    3829.8555167450386
           28 -8.03582E-01  5.71221E+00  9.24727E-01  6.41656E-01 -1.15607E+01  4.84402E+00  1.58297E+03  0.00000E+00  1.89292E+03  1.60592E-02  0.00000E+00  1.53300E-01  0.00000E+00  6.38958E-02  4.20063E-02  0.00000E+00 -5.62590E-01 -1.95272E-01  6.41420E+00    3959.7502769480570
           29 -8.05837E-01  5.70479E+00  9.24297E-01  6.91251E-01 -1.15683E+01  4.98382E+00  1.46490E+03  0.00000E+00  1.91641E+03  1.56746E-02  0.00000E+00  1.54679E-01  0.00000E+00  6.50490E-02  4.30149E-02  0.00000E+00 -5.48688E-01 -2.00732E-01  6.16151E+00    3958.5484739543595
           30 -8.15981E-01  5.70080E+00  9.23086E-01  5.53315E-01 -1.16021E+01  5.76253E+00  2.68007E+03  0.00000E+00  1.68986E+03  1.76148E-02  0.00000E+00  1.47936E-01  0.00000E+00  6.61960E-02  4.96118E-02  0.00000E+00 -5.52132E-01 -1.82131E-01  6.31187E+00    3964.5548812449924
           31 -8.08187E-01  5.70522E+00  9.22476E-01  5.21774E-01 -1.16540E+01  6.21579E+00  1.27192E+03  0.00000E+00  1.61965E+03  1.92113E-02  0.00000E+00  1.45914E-01  0.00000E+00  6.25195E-02  4.31884E-02  0.00000E+00 -5.00692E-01 -1.50598E-01  6.29755E+00    3982.8604447886601
           32 -8.22156E-01  5.69356E+00  9.22532E-01  3.98494E-01 -1.16233E+01  6.22556E+00  1.56453E+03  0.00000E+00  1.82653E+03  2.00974E-02  0.00000E+00  1.39068E-01  0.00000E+00  6.63607E-02  4.79391E-02  0.00000E+00 -5.54706E-01 -2.04569E-01  7.82303E+00    4031.8169179899323
           33 -8.33879E-01  5.68164E+00  9.23944E-01  3.95622E-01 -1.15799E+01  5.22807E+00  1.39346E+03  0.00000E+00  1.85729E+03  1.88536E-02  0.00000E+00  1.38598E-01  0.00000E+00  6.79081E-02  4.81547E-02  0.00000E+00 -3.40189E-01 -1.03254E-01  7.61848E+00    4041.1955829690655
           34 -8.58699E-01  5.65991E+00  9.22762E-01  3.39755E-01 -1.15653E+01  5.02583E+00  1.15957E+03  0.00000E+00  1.82036E+03  1.88949E-02  0.00000E+00  1.34949E-01  0.00000E+00  6.23881E-02  4.32877E-02  0.00000E+00 -4.27120E-01 -1.34063E-01  6.88511E+00    3866.4516571714139
           35 -8.63478E-01  5.65831E+00  9.22508E-01  2.87365E-01 -1.15117E+01  5.11655E+00  1.14466E+03  0.00000E+00  1.89600E+03  1.58325E-02  0.00000E+00  1.27402E-01  0.00000E+00  5.58249E-02  3.66304E-02  0.00000E+00 -4.94328E-01 -1.51022E-01  6.37124E+00    3808.0885381529042
           36 -8.81774E-01  5.63887E+00  9.23820E-01  3.42157E-01 -1.14625E+01  4.76938E+00  1.15248E+03  0.00000E+00  1.73679E+03  1.43391E-02  0.00000E+00  1.14796E-01  0.00000E+00  4.77756E-02  3.44860E-02  0.00000E+00 -4.32151E-01 -1.00595E-01  5.58127E+00    3808.3022165064631
           37 -8.70087E-01  5.65296E+00  9.23747E-01  4.31779E-01 -1.14796E+01  4.81641E+00  1.00102E+03  0.00000E+00  1.65552E+03  1.12903E-02  0.00000E+00  1.67471E-01  0.00000E+00  7.53281E-02  5.11730E-02  0.00000E+00 -5.56605E-01 -1.64967E-01  6.20152E+00    3877.5413940563599
           38 -8.93838E-01  5.62481E+00  9.24777E-01  3.70693E-01 -1.14265E+01  4.83731E+00  1.47068E+03  0.00000E+00  1.84250E+03  1.50117E-02  0.00000E+00  1.49887E-01  0.00000E+00  6.09743E-02  4.04878E-02  0.00000E+00 -5.81497E-01 -1.55956E-01  5.94150E+00    3846.0764750681196
           39 -8.93643E-01  5.62606E+00  9.25530E-01  3.27004E-01 -1.14172E+01  5.21334E+00  1.07831E+03  0.00000E+00  1.72335E+03  1.64471E-02  0.00000E+00  1.36503E-01  0.00000E+00  5.34623E-02  3.63975E-02  0.00000E+00 -5.42101E-01 -1.41207E-01  5.62210E+00    3899.0319171974429
           40 -8.93131E-01  5.63429E+00  9.24447E-01  4.23239E-01 -1.14193E+01  5.07715E+00  9.48878E+02  0.00000E+00  1.84206E+03  1.73455E-02  0.00000E+00  1.11660E-01  0.00000E+00  4.77781E-02  4.07756E-02  0.00000E+00 -4.12978E-01 -1.74175E-02  6.13974E+00    3954.7399249072737
           41 -8.76273E-01  5.63965E+00  9.25694E-01  4.14630E-01 -1.14447E+01  4.74439E+00  1.17703E+03  0.00000E+00  2.13224E+03  1.51039E-02  0.00000E+00  1.20583E-01  0.00000E+00  5.78820E-02  4.84628E-02  0.00000E+00 -3.74939E-01  2.88827E-02  7.04225E+00    3951.6714418720621
           42 -8.53161E-01  5.65882E+00  9.24155E-01  4.16347E-01 -1.15037E+01  4.72625E+00  1.36484E+03  0.00000E+00  2.17665E+03  1.33129E-02  0.00000E+00  1.12816E-01  0.00000E+00  4.89318E-02  4.09709E-02  0.00000E+00 -4.01422E-01  2.29022E-02  6.45145E+00    3871.1177798919716
           43 -8.61586E-01  5.65937E+00  9.24296E-01  4.23787E-01 -1.15047E+01  4.55452E+00  1.06427E+03  0.00000E+00  2.07952E+03  1.15607E-02  0.00000E+00  1.04129E-01  0.00000E+00  4.09329E-02  3.35551E-02  0.00000E+00 -4.49546E-01 -5.46474E-03  7.42634E+00    3829.2937836739807
           44 -8.61442E-01  5.64909E+00  9.24855E-01  4.00064E-01 -1.14799E+01  4.29567E+00  9.01650E+02  0.00000E+00  2.17946E+03  1.04611E-02  0.00000E+00  1.07937E-01  0.00000E+00  5.19880E-02  4.48275E-02  0.00000E+00 -2.33968E-01  7.72453E-02  6.30461E+00    3922.5708320846638
           45 -8.44834E-01  5.66204E+00  9.24252E-01  2.07089E-01 -1.15728E+01  4.71743E+00  1.31715E+03  0.00000E+00  2.00352E+03  9.74303E-03  0.00000E+00  1.06134E-01  0.00000E+00  4.47161E-02  3.96705E-02  0.00000E+00 -2.54285E-01  1.03661E-01  6.53083E+00    3863.2900081060707
           46 -8.44640E-01  5.66213E+00  9.24085E-01  2.29124E-01 -1.15708E+01  4.70944E+00  1.32735E+03  0.00000E+00  2.05525E+03  1.17816E-02  0.00000E+00  1.05450E-01  0.00000E+00  5.04871E-02  4.55491E-02  0.00000E+00 -1.78602E-01  1.45512E-01  6.21847E+00    3789.7332242368461
           47 -8.64225E-01  5.64194E+00  9.24770E-01  2.50105E-01 -1.15130E+01  4.60163E+00  8.03123E+02  0.00000E+00  2.15262E+03  9.05332E-03  0.00000E+00  1.14639E-01  0.00000E+00  5.16423E-02  4.55094E-02  0.00000E+00 -1.74443E-01  1.78301E-01  6.74647E+00    3776.8872272278736
           48 -8.80578E-01  5.63113E+00  9.25461E-01  2.44568E-01 -1.14262E+01  4.65219E+00  6.47059E+02  0.00000E+00  2.02130E+03  9.86125E-03  0.00000E+00  1.06687E-01  0.00000E+00  4.43383E-02  4.17792E-02  0.00000E+00 -2.24967E-01  1.52514E-01  7.01709E+00    3865.4621678405174
           49 -8.82624E-01  5.63434E+00  9.25156E-01  2.47568E-01 -1.14917E+01  4.79495E+00  9.17636E+02  0.00000E+00  2.42525E+03  9.91982E-03  0.00000E+00  9.34208E-02  0.00000E+00  4.74170E-02  4.74547E-02  0.00000E+00 -9.63483E-02  1.67414E-01  6.78112E+00    3927.3876729726926
           50 -8.64517E-01  5.65188E+00  9.24116E-01  2.55124E-01 -1.15447E+01  5.99430E+00  1.01111E+03  0.00000E+00  2.32216E+03  1.07961E-02  0.00000E+00  9.09201E-02  0.00000E+00  3.86723E-02  4.01377E-02  0.00000E+00 -2.32190E-01  1.38478E-01  8.71582E+00    3916.0875070781867
         9951 -7.09618E-01  5.75262E+00  9.31612E-01  4.23546E-01 -1.16094E+01  5.48957E+00  9.42689E+02  0.00000E+00  2.06192E+03  7.60792E-03  0.00000E+00  6.70967E-02  0.00000E+00  1.67167E-02  1.50917E-02  0.00000E+00 -3.74399E-01 -4.62294E-02  6.67134E+00    3499.8277843010460
         9952 -7.70817E-01  5.69920E+00  9.30631E-01  3.87692E-01 -1.15849E+01  5.57440E+00  1.17066E+03  0.00000E+00  2.21683E+03  8.09945E-03  0.00000E+00  6.94701E-02  0.00000E+00  1.48325E-02  1.46746E-02  0.00000E+00 -4.19415E-01 -6.91676E-02  6.41004E+00    3463.2627927737240
